"FrameTypeID","FrameColorDescription","FrameShapeDescription"
1671,"Hooker'S Green","Cat Eye"
1672,"Hooker'S Green","Aviator"
1673,"Hooker'S Green","Rimless"
1674,"Hooker'S Green","Oval"
1675,"Hooker'S Green","Sport"
1676,"Hot Magenta","Cat Eye"
1677,"Hot Magenta","Aviator"
1678,"Hot Magenta","Rimless"
1679,"Hot Magenta","Oval"
1680,"Hot Magenta","Sport"
1681,"Hot Pink","Cat Eye"
1682,"Hot Pink","Aviator"
1683,"Hot Pink","Rimless"
1684,"Hot Pink","Oval"
1685,"Hot Pink","Sport"
1686,"Hunter Green","Cat Eye"
1687,"Hunter Green","Aviator"
1688,"Hunter Green","Rimless"
1689,"Hunter Green","Oval"
1690,"Hunter Green","Sport"
1691,"Iceberg","Cat Eye"
1692,"Iceberg","Aviator"
1693,"Iceberg","Rimless"
1694,"Iceberg","Oval"
1695,"Iceberg","Sport"
1696,"Icterine","Cat Eye"
1697,"Icterine","Aviator"
1698,"Icterine","Rimless"
1699,"Icterine","Oval"
1700,"Icterine","Sport"
1701,"Imperial Blue","Cat Eye"
1702,"Imperial Blue","Aviator"
1703,"Imperial Blue","Rimless"
1704,"Imperial Blue","Oval"
1705,"Imperial Blue","Sport"
1706,"Inchworm","Cat Eye"
1707,"Inchworm","Aviator"
1708,"Inchworm","Rimless"
1709,"Inchworm","Oval"
1710,"Inchworm","Sport"
1711,"India Green","Cat Eye"
1712,"India Green","Aviator"
1713,"India Green","Rimless"
1714,"India Green","Oval"
1715,"India Green","Sport"
1716,"Indian Red","Cat Eye"
1717,"Indian Red","Aviator"
1718,"Indian Red","Rimless"
1719,"Indian Red","Oval"
1720,"Indian Red","Sport"
1721,"Indian Yellow","Cat Eye"
1722,"Indian Yellow","Aviator"
1723,"Indian Yellow","Rimless"
1724,"Indian Yellow","Oval"
1725,"Indian Yellow","Sport"
1726,"Indigo","Cat Eye"
1727,"Indigo","Aviator"
1728,"Indigo","Rimless"
1729,"Indigo","Oval"
1730,"Indigo","Sport"
1731,"International Klein Blue","Cat Eye"
1732,"International Klein Blue","Aviator"
1733,"International Klein Blue","Rimless"
1734,"International Klein Blue","Oval"
1735,"International Klein Blue","Sport"
1736,"Iris","Cat Eye"
1737,"Iris","Aviator"
1738,"Iris","Rimless"
1739,"Iris","Oval"
1740,"Iris","Sport"
1741,"Isabelline","Cat Eye"
1742,"Isabelline","Aviator"
1743,"Isabelline","Rimless"
1744,"Isabelline","Oval"
1745,"Isabelline","Sport"
1746,"Islamic Green","Cat Eye"
1747,"Islamic Green","Aviator"
1748,"Islamic Green","Rimless"
1749,"Islamic Green","Oval"
1750,"Islamic Green","Sport"
1751,"Ivory","Cat Eye"
1752,"Ivory","Aviator"
1753,"Ivory","Rimless"
1754,"Ivory","Oval"
1755,"Ivory","Sport"
1756,"Jade","Cat Eye"
1757,"Jade","Aviator"
1758,"Jade","Rimless"
1759,"Jade","Oval"
1760,"Jade","Sport"
1761,"Jasmine","Cat Eye"
1762,"Jasmine","Aviator"
1763,"Jasmine","Rimless"
1764,"Jasmine","Oval"
1765,"Jasmine","Sport"
1766,"Jasper","Cat Eye"
1767,"Jasper","Aviator"
1768,"Jasper","Rimless"
1769,"Jasper","Oval"
1770,"Jasper","Sport"
1771,"Jazzberry Jam","Cat Eye"
1772,"Jazzberry Jam","Aviator"
1773,"Jazzberry Jam","Rimless"
1774,"Jazzberry Jam","Oval"
1775,"Jazzberry Jam","Sport"
1776,"Jet","Cat Eye"
1777,"Jet","Aviator"
1778,"Jet","Rimless"
1779,"Jet","Oval"
1780,"Jet","Sport"
1781,"Jonquil","Cat Eye"
1782,"Jonquil","Aviator"
1783,"Jonquil","Rimless"
1784,"Jonquil","Oval"
1785,"Jonquil","Sport"
1786,"June Bud","Cat Eye"
1787,"June Bud","Aviator"
1788,"June Bud","Rimless"
1789,"June Bud","Oval"
1790,"June Bud","Sport"
1791,"Jungle Green","Cat Eye"
1792,"Jungle Green","Aviator"
1793,"Jungle Green","Rimless"
1794,"Jungle Green","Oval"
1795,"Jungle Green","Sport"
1796,"Kelly Green","Cat Eye"
1797,"Kelly Green","Aviator"
1798,"Kelly Green","Rimless"
1799,"Kelly Green","Oval"
1800,"Kelly Green","Sport"
1801,"Kenyan Copper","Cat Eye"
1802,"Kenyan Copper","Aviator"
1803,"Kenyan Copper","Rimless"
1804,"Kenyan Copper","Oval"
1805,"Kenyan Copper","Sport"
1806,"Ku Crimson","Cat Eye"
1807,"Ku Crimson","Aviator"
1808,"Ku Crimson","Rimless"
1809,"Ku Crimson","Oval"
1810,"Ku Crimson","Sport"
1811,"La Salle Green","Cat Eye"
1812,"La Salle Green","Aviator"
1813,"La Salle Green","Rimless"
1814,"La Salle Green","Oval"
1815,"La Salle Green","Sport"
1816,"Languid Lavender","Cat Eye"
1817,"Languid Lavender","Aviator"
1818,"Languid Lavender","Rimless"
1819,"Languid Lavender","Oval"
1820,"Languid Lavender","Sport"
1821,"Lapis Lazuli","Cat Eye"
1822,"Lapis Lazuli","Aviator"
1823,"Lapis Lazuli","Rimless"
1824,"Lapis Lazuli","Oval"
1825,"Lapis Lazuli","Sport"
1826,"Laser Lemon","Cat Eye"
1827,"Laser Lemon","Aviator"
1828,"Laser Lemon","Rimless"
1829,"Laser Lemon","Oval"
1830,"Laser Lemon","Sport"
1831,"Laurel Green","Cat Eye"
1832,"Laurel Green","Aviator"
1833,"Laurel Green","Rimless"
1834,"Laurel Green","Oval"
1835,"Laurel Green","Sport"
1836,"Lava","Cat Eye"
1837,"Lava","Aviator"
1838,"Lava","Rimless"
1839,"Lava","Oval"
1840,"Lava","Sport"
1841,"Lavender Blue","Cat Eye"
1842,"Lavender Blue","Aviator"
1843,"Lavender Blue","Rimless"
1844,"Lavender Blue","Oval"
1845,"Lavender Blue","Sport"
1846,"Lavender Blush","Cat Eye"
1847,"Lavender Blush","Aviator"
1848,"Lavender Blush","Rimless"
1849,"Lavender Blush","Oval"
1850,"Lavender Blush","Sport"
1851,"Lavender Gray","Cat Eye"
1852,"Lavender Gray","Aviator"
1853,"Lavender Gray","Rimless"
1854,"Lavender Gray","Oval"
1855,"Lavender Gray","Sport"
1856,"Lavender Indigo","Cat Eye"
1857,"Lavender Indigo","Aviator"
1858,"Lavender Indigo","Rimless"
1859,"Lavender Indigo","Oval"
1860,"Lavender Indigo","Sport"
1861,"Lavender Magenta","Cat Eye"
1862,"Lavender Magenta","Aviator"
1863,"Lavender Magenta","Rimless"
1864,"Lavender Magenta","Oval"
1865,"Lavender Magenta","Sport"
1866,"Lavender Mist","Cat Eye"
1867,"Lavender Mist","Aviator"
1868,"Lavender Mist","Rimless"
1869,"Lavender Mist","Oval"
1870,"Lavender Mist","Sport"
1871,"Lavender Pink","Cat Eye"
1872,"Lavender Pink","Aviator"
1873,"Lavender Pink","Rimless"
1874,"Lavender Pink","Oval"
1875,"Lavender Pink","Sport"
1876,"Lavender Purple","Cat Eye"
1877,"Lavender Purple","Aviator"
1878,"Lavender Purple","Rimless"
1879,"Lavender Purple","Oval"
1880,"Lavender Purple","Sport"
1881,"Lavender Rose","Cat Eye"
1882,"Lavender Rose","Aviator"
1883,"Lavender Rose","Rimless"
1884,"Lavender Rose","Oval"
1885,"Lavender Rose","Sport"
1886,"Lawn Green","Cat Eye"
1887,"Lawn Green","Aviator"
1888,"Lawn Green","Rimless"
1889,"Lawn Green","Oval"
1890,"Lawn Green","Sport"
1891,"Lemon","Cat Eye"
1892,"Lemon","Aviator"
1893,"Lemon","Rimless"
1894,"Lemon","Oval"
1895,"Lemon","Sport"
1896,"Lemon Chiffon","Cat Eye"
1897,"Lemon Chiffon","Aviator"
1898,"Lemon Chiffon","Rimless"
1899,"Lemon Chiffon","Oval"
1900,"Lemon Chiffon","Sport"
1901,"Lemon Lime","Cat Eye"
1902,"Lemon Lime","Aviator"
1903,"Lemon Lime","Rimless"
1904,"Lemon Lime","Oval"
1905,"Lemon Lime","Sport"
1906,"Licorice","Cat Eye"
1907,"Licorice","Aviator"
1908,"Licorice","Rimless"
1909,"Licorice","Oval"
1910,"Licorice","Sport"
1911,"Light Apricot","Cat Eye"
1912,"Light Apricot","Aviator"
1913,"Light Apricot","Rimless"
1914,"Light Apricot","Oval"
1915,"Light Apricot","Sport"
1916,"Light Blue","Cat Eye"
1917,"Light Blue","Aviator"
1918,"Light Blue","Rimless"
1919,"Light Blue","Oval"
1920,"Light Blue","Sport"
1921,"Light Brown","Cat Eye"
1922,"Light Brown","Aviator"
1923,"Light Brown","Rimless"
1924,"Light Brown","Oval"
1925,"Light Brown","Sport"
1926,"Light Carmine Pink","Cat Eye"
1927,"Light Carmine Pink","Aviator"
1928,"Light Carmine Pink","Rimless"
1929,"Light Carmine Pink","Oval"
1930,"Light Carmine Pink","Sport"
1931,"Light Coral","Cat Eye"
1932,"Light Coral","Aviator"
1933,"Light Coral","Rimless"
1934,"Light Coral","Oval"
1935,"Light Coral","Sport"
1936,"Light Cornflower Blue","Cat Eye"
1937,"Light Cornflower Blue","Aviator"
1938,"Light Cornflower Blue","Rimless"
1939,"Light Cornflower Blue","Oval"
1940,"Light Cornflower Blue","Sport"
1941,"Light Crimson","Cat Eye"
1942,"Light Crimson","Aviator"
1943,"Light Crimson","Rimless"
1944,"Light Crimson","Oval"
1945,"Light Crimson","Sport"
1946,"Light Cyan","Cat Eye"
1947,"Light Cyan","Aviator"
1948,"Light Cyan","Rimless"
1949,"Light Cyan","Oval"
1950,"Light Cyan","Sport"
1951,"Light Fuchsia Pink","Cat Eye"
1952,"Light Fuchsia Pink","Aviator"
1953,"Light Fuchsia Pink","Rimless"
1954,"Light Fuchsia Pink","Oval"
1955,"Light Fuchsia Pink","Sport"
1956,"Light Goldenrod Yellow","Cat Eye"
1957,"Light Goldenrod Yellow","Aviator"
1958,"Light Goldenrod Yellow","Rimless"
1959,"Light Goldenrod Yellow","Oval"
1960,"Light Goldenrod Yellow","Sport"
1961,"Light Gray","Cat Eye"
1962,"Light Gray","Aviator"
1963,"Light Gray","Rimless"
1964,"Light Gray","Oval"
1965,"Light Gray","Sport"
1966,"Light Green","Cat Eye"
1967,"Light Green","Aviator"
1968,"Light Green","Rimless"
1969,"Light Green","Oval"
1970,"Light Green","Sport"
1971,"Light Khaki","Cat Eye"
1972,"Light Khaki","Aviator"
1973,"Light Khaki","Rimless"
1974,"Light Khaki","Oval"
1975,"Light Khaki","Sport"
1976,"Light Pastel Purple","Cat Eye"
1977,"Light Pastel Purple","Aviator"
1978,"Light Pastel Purple","Rimless"
1979,"Light Pastel Purple","Oval"
1980,"Light Pastel Purple","Sport"
1981,"Light Pink","Cat Eye"
1982,"Light Pink","Aviator"
1983,"Light Pink","Rimless"
1984,"Light Pink","Oval"
1985,"Light Pink","Sport"
1986,"Light Red Ochre","Cat Eye"
1987,"Light Red Ochre","Aviator"
1988,"Light Red Ochre","Rimless"
1989,"Light Red Ochre","Oval"
1990,"Light Red Ochre","Sport"
1991,"Light Salmon","Cat Eye"
1992,"Light Salmon","Aviator"
1993,"Light Salmon","Rimless"
1994,"Light Salmon","Oval"
1995,"Light Salmon","Sport"
1996,"Light Salmon Pink","Cat Eye"
1997,"Light Salmon Pink","Aviator"
1998,"Light Salmon Pink","Rimless"
1999,"Light Salmon Pink","Oval"
2000,"Light Salmon Pink","Sport"
2001,"Light Sea Green","Cat Eye"
2002,"Light Sea Green","Aviator"
2003,"Light Sea Green","Rimless"
2004,"Light Sea Green","Oval"
2005,"Light Sea Green","Sport"
2006,"Light Sky Blue","Cat Eye"
2007,"Light Sky Blue","Aviator"
2008,"Light Sky Blue","Rimless"
2009,"Light Sky Blue","Oval"
2010,"Light Sky Blue","Sport"
2011,"Light Slate Gray","Cat Eye"
2012,"Light Slate Gray","Aviator"
2013,"Light Slate Gray","Rimless"
2014,"Light Slate Gray","Oval"
2015,"Light Slate Gray","Sport"
2016,"Light Taupe","Cat Eye"
2017,"Light Taupe","Aviator"
2018,"Light Taupe","Rimless"
2019,"Light Taupe","Oval"
2020,"Light Taupe","Sport"
2021,"Light Thulian Pink","Cat Eye"
2022,"Light Thulian Pink","Aviator"
2023,"Light Thulian Pink","Rimless"
2024,"Light Thulian Pink","Oval"
2025,"Light Thulian Pink","Sport"
2026,"Light Yellow","Cat Eye"
2027,"Light Yellow","Aviator"
2028,"Light Yellow","Rimless"
2029,"Light Yellow","Oval"
2030,"Light Yellow","Sport"
2031,"Lilac","Cat Eye"
2032,"Lilac","Aviator"
2033,"Lilac","Rimless"
2034,"Lilac","Oval"
2035,"Lilac","Sport"
2036,"Lime Green","Cat Eye"
2037,"Lime Green","Aviator"
2038,"Lime Green","Rimless"
2039,"Lime Green","Oval"
2040,"Lime Green","Sport"
2041,"Limerick","Cat Eye"
2042,"Limerick","Aviator"
2043,"Limerick","Rimless"
2044,"Limerick","Oval"
2045,"Limerick","Sport"
2046,"Lincoln Green","Cat Eye"
2047,"Lincoln Green","Aviator"
2048,"Lincoln Green","Rimless"
2049,"Lincoln Green","Oval"
2050,"Lincoln Green","Sport"
2051,"Linen","Cat Eye"
2052,"Linen","Aviator"
2053,"Linen","Rimless"
2054,"Linen","Oval"
2055,"Linen","Sport"
2056,"Lion","Cat Eye"
2057,"Lion","Aviator"
2058,"Lion","Rimless"
2059,"Lion","Oval"
2060,"Lion","Sport"
2061,"Little Boy Blue","Cat Eye"
2062,"Little Boy Blue","Aviator"
2063,"Little Boy Blue","Rimless"
2064,"Little Boy Blue","Oval"
2065,"Little Boy Blue","Sport"
2066,"Liver","Cat Eye"
2067,"Liver","Aviator"
2068,"Liver","Rimless"
2069,"Liver","Oval"
2070,"Liver","Sport"
2071,"Lust","Cat Eye"
2072,"Lust","Aviator"
2073,"Lust","Rimless"
2074,"Lust","Oval"
2075,"Lust","Sport"
2076,"Magenta","Cat Eye"
2077,"Magenta","Aviator"
2078,"Magenta","Rimless"
2079,"Magenta","Oval"
2080,"Magenta","Sport"
2081,"Magic Mint","Cat Eye"
2082,"Magic Mint","Aviator"
2083,"Magic Mint","Rimless"
2084,"Magic Mint","Oval"
2085,"Magic Mint","Sport"
2086,"Magnolia","Cat Eye"
2087,"Magnolia","Aviator"
2088,"Magnolia","Rimless"
2089,"Magnolia","Oval"
2090,"Magnolia","Sport"
2091,"Mahogany","Cat Eye"
2092,"Mahogany","Aviator"
2093,"Mahogany","Rimless"
2094,"Mahogany","Oval"
2095,"Mahogany","Sport"
2096,"Maize","Cat Eye"
2097,"Maize","Aviator"
2098,"Maize","Rimless"
2099,"Maize","Oval"
2100,"Maize","Sport"
2101,"Majorelle Blue","Cat Eye"
2102,"Majorelle Blue","Aviator"
2103,"Majorelle Blue","Rimless"
2104,"Majorelle Blue","Oval"
2105,"Majorelle Blue","Sport"
2106,"Malachite","Cat Eye"
2107,"Malachite","Aviator"
2108,"Malachite","Rimless"
2109,"Malachite","Oval"
2110,"Malachite","Sport"
2111,"Manatee","Cat Eye"
2112,"Manatee","Aviator"
2113,"Manatee","Rimless"
2114,"Manatee","Oval"
2115,"Manatee","Sport"
2116,"Mango Tango","Cat Eye"
2117,"Mango Tango","Aviator"
2118,"Mango Tango","Rimless"
2119,"Mango Tango","Oval"
2120,"Mango Tango","Sport"
2121,"Mantis","Cat Eye"
2122,"Mantis","Aviator"
2123,"Mantis","Rimless"
2124,"Mantis","Oval"
2125,"Mantis","Sport"
2126,"Mardi Gras","Cat Eye"
2127,"Mardi Gras","Aviator"
2128,"Mardi Gras","Rimless"
2129,"Mardi Gras","Oval"
2130,"Mardi Gras","Sport"
2131,"Mauve","Cat Eye"
2132,"Mauve","Aviator"
2133,"Mauve","Rimless"
2134,"Mauve","Oval"
2135,"Mauve","Sport"
2136,"Mauve Taupe","Cat Eye"
2137,"Mauve Taupe","Aviator"
2138,"Mauve Taupe","Rimless"
2139,"Mauve Taupe","Oval"
2140,"Mauve Taupe","Sport"
2141,"Mauvelous","Cat Eye"
2142,"Mauvelous","Aviator"
2143,"Mauvelous","Rimless"
2144,"Mauvelous","Oval"
2145,"Mauvelous","Sport"
2146,"Maya Blue","Cat Eye"
2147,"Maya Blue","Aviator"
2148,"Maya Blue","Rimless"
2149,"Maya Blue","Oval"
2150,"Maya Blue","Sport"
2151,"Meat Brown","Cat Eye"
2152,"Meat Brown","Aviator"
2153,"Meat Brown","Rimless"
2154,"Meat Brown","Oval"
2155,"Meat Brown","Sport"
2156,"Medium Aquamarine","Cat Eye"
2157,"Medium Aquamarine","Aviator"
2158,"Medium Aquamarine","Rimless"
2159,"Medium Aquamarine","Oval"
2160,"Medium Aquamarine","Sport"
2161,"Medium Blue","Cat Eye"
2162,"Medium Blue","Aviator"
2163,"Medium Blue","Rimless"
2164,"Medium Blue","Oval"
2165,"Medium Blue","Sport"
2166,"Medium Candy Apple Red","Cat Eye"
2167,"Medium Candy Apple Red","Aviator"
2168,"Medium Candy Apple Red","Rimless"
2169,"Medium Candy Apple Red","Oval"
2170,"Medium Candy Apple Red","Sport"
2171,"Medium Carmine","Cat Eye"
2172,"Medium Carmine","Aviator"
2173,"Medium Carmine","Rimless"
2174,"Medium Carmine","Oval"
2175,"Medium Carmine","Sport"
2176,"Medium Champagne","Cat Eye"
2177,"Medium Champagne","Aviator"
2178,"Medium Champagne","Rimless"
2179,"Medium Champagne","Oval"
2180,"Medium Champagne","Sport"
2181,"Medium Electric Blue","Cat Eye"
2182,"Medium Electric Blue","Aviator"
2183,"Medium Electric Blue","Rimless"
2184,"Medium Electric Blue","Oval"
2185,"Medium Electric Blue","Sport"
2186,"Medium Jungle Green","Cat Eye"
2187,"Medium Jungle Green","Aviator"
2188,"Medium Jungle Green","Rimless"
2189,"Medium Jungle Green","Oval"
2190,"Medium Jungle Green","Sport"
2191,"Medium Lavender Magenta","Cat Eye"
2192,"Medium Lavender Magenta","Aviator"
2193,"Medium Lavender Magenta","Rimless"
2194,"Medium Lavender Magenta","Oval"
2195,"Medium Lavender Magenta","Sport"
2196,"Medium Orchid","Cat Eye"
2197,"Medium Orchid","Aviator"
2198,"Medium Orchid","Rimless"
2199,"Medium Orchid","Oval"
2200,"Medium Orchid","Sport"
2201,"Medium Persian Blue","Cat Eye"
2202,"Medium Persian Blue","Aviator"
2203,"Medium Persian Blue","Rimless"
2204,"Medium Persian Blue","Oval"
2205,"Medium Persian Blue","Sport"
2206,"Medium Purple","Cat Eye"
2207,"Medium Purple","Aviator"
2208,"Medium Purple","Rimless"
2209,"Medium Purple","Oval"
2210,"Medium Purple","Sport"
2211,"Medium Red-Violet","Cat Eye"
2212,"Medium Red-Violet","Aviator"
2213,"Medium Red-Violet","Rimless"
2214,"Medium Red-Violet","Oval"
2215,"Medium Red-Violet","Sport"
2216,"Medium Ruby","Cat Eye"
2217,"Medium Ruby","Aviator"
2218,"Medium Ruby","Rimless"
2219,"Medium Ruby","Oval"
2220,"Medium Ruby","Sport"
2221,"Medium Sea Green","Cat Eye"
2222,"Medium Sea Green","Aviator"
2223,"Medium Sea Green","Rimless"
2224,"Medium Sea Green","Oval"
2225,"Medium Sea Green","Sport"
2226,"Medium Slate Blue","Cat Eye"
2227,"Medium Slate Blue","Aviator"
2228,"Medium Slate Blue","Rimless"
2229,"Medium Slate Blue","Oval"
2230,"Medium Slate Blue","Sport"
2231,"Medium Spring Bud","Cat Eye"
2232,"Medium Spring Bud","Aviator"
2233,"Medium Spring Bud","Rimless"
2234,"Medium Spring Bud","Oval"
2235,"Medium Spring Bud","Sport"
2236,"Medium Spring Green","Cat Eye"
2237,"Medium Spring Green","Aviator"
2238,"Medium Spring Green","Rimless"
2239,"Medium Spring Green","Oval"
2240,"Medium Spring Green","Sport"
2241,"Medium Taupe","Cat Eye"
2242,"Medium Taupe","Aviator"
2243,"Medium Taupe","Rimless"
2244,"Medium Taupe","Oval"
2245,"Medium Taupe","Sport"
2246,"Medium Turquoise","Cat Eye"
2247,"Medium Turquoise","Aviator"
2248,"Medium Turquoise","Rimless"
2249,"Medium Turquoise","Oval"
2250,"Medium Turquoise","Sport"
2251,"Medium Tuscan Red","Cat Eye"
2252,"Medium Tuscan Red","Aviator"
2253,"Medium Tuscan Red","Rimless"
2254,"Medium Tuscan Red","Oval"
2255,"Medium Tuscan Red","Sport"
2256,"Medium Vermilion","Cat Eye"
2257,"Medium Vermilion","Aviator"
2258,"Medium Vermilion","Rimless"
2259,"Medium Vermilion","Oval"
2260,"Medium Vermilion","Sport"
2261,"Medium Violet-Red","Cat Eye"
2262,"Medium Violet-Red","Aviator"
2263,"Medium Violet-Red","Rimless"
2264,"Medium Violet-Red","Oval"
2265,"Medium Violet-Red","Sport"
2266,"Mellow Apricot","Cat Eye"
2267,"Mellow Apricot","Aviator"
2268,"Mellow Apricot","Rimless"
2269,"Mellow Apricot","Oval"
2270,"Mellow Apricot","Sport"
2271,"Mellow Yellow","Cat Eye"
2272,"Mellow Yellow","Aviator"
2273,"Mellow Yellow","Rimless"
2274,"Mellow Yellow","Oval"
2275,"Mellow Yellow","Sport"
2276,"Melon","Cat Eye"
2277,"Melon","Aviator"
2278,"Melon","Rimless"
2279,"Melon","Oval"
2280,"Melon","Sport"
2281,"Midnight Blue","Cat Eye"
2282,"Midnight Blue","Aviator"
2283,"Midnight Blue","Rimless"
2284,"Midnight Blue","Oval"
2285,"Midnight Blue","Sport"
2286,"Mikado Yellow","Cat Eye"
2287,"Mikado Yellow","Aviator"
2288,"Mikado Yellow","Rimless"
2289,"Mikado Yellow","Oval"
2290,"Mikado Yellow","Sport"
2291,"Mint","Cat Eye"
2292,"Mint","Aviator"
2293,"Mint","Rimless"
2294,"Mint","Oval"
2295,"Mint","Sport"
2296,"Mint Cream","Cat Eye"
2297,"Mint Cream","Aviator"
2298,"Mint Cream","Rimless"
2299,"Mint Cream","Oval"
2300,"Mint Cream","Sport"
2301,"Mint Green","Cat Eye"
2302,"Mint Green","Aviator"
2303,"Mint Green","Rimless"
2304,"Mint Green","Oval"
2305,"Mint Green","Sport"
2306,"Misty Rose","Cat Eye"
2307,"Misty Rose","Aviator"
2308,"Misty Rose","Rimless"
2309,"Misty Rose","Oval"
2310,"Misty Rose","Sport"
2311,"Moccasin","Cat Eye"
2312,"Moccasin","Aviator"
2313,"Moccasin","Rimless"
2314,"Moccasin","Oval"
2315,"Moccasin","Sport"
2316,"Mode Beige","Cat Eye"
2317,"Mode Beige","Aviator"
2318,"Mode Beige","Rimless"
2319,"Mode Beige","Oval"
2320,"Mode Beige","Sport"
2321,"Moonstone Blue","Cat Eye"
2322,"Moonstone Blue","Aviator"
2323,"Moonstone Blue","Rimless"
2324,"Moonstone Blue","Oval"
2325,"Moonstone Blue","Sport"
2326,"Mordant Red 19","Cat Eye"
2327,"Mordant Red 19","Aviator"
2328,"Mordant Red 19","Rimless"
2329,"Mordant Red 19","Oval"
2330,"Mordant Red 19","Sport"
2331,"Moss Green","Cat Eye"
2332,"Moss Green","Aviator"
2333,"Moss Green","Rimless"
2334,"Moss Green","Oval"
2335,"Moss Green","Sport"
2336,"Mountain Meadow","Cat Eye"
2337,"Mountain Meadow","Aviator"
2338,"Mountain Meadow","Rimless"
2339,"Mountain Meadow","Oval"
2340,"Mountain Meadow","Sport"
2341,"Mountbatten Pink","Cat Eye"
2342,"Mountbatten Pink","Aviator"
2343,"Mountbatten Pink","Rimless"
2344,"Mountbatten Pink","Oval"
2345,"Mountbatten Pink","Sport"
2346,"Msu Green","Cat Eye"
2347,"Msu Green","Aviator"
2348,"Msu Green","Rimless"
2349,"Msu Green","Oval"
2350,"Msu Green","Sport"
2351,"Mulberry","Cat Eye"
2352,"Mulberry","Aviator"
2353,"Mulberry","Rimless"
2354,"Mulberry","Oval"
2355,"Mulberry","Sport"
2356,"Mustard","Cat Eye"
2357,"Mustard","Aviator"
2358,"Mustard","Rimless"
2359,"Mustard","Oval"
2360,"Mustard","Sport"
2361,"Myrtle","Cat Eye"
2362,"Myrtle","Aviator"
2363,"Myrtle","Rimless"
2364,"Myrtle","Oval"
2365,"Myrtle","Sport"
2366,"Nadeshiko Pink","Cat Eye"
2367,"Nadeshiko Pink","Aviator"
2368,"Nadeshiko Pink","Rimless"
2369,"Nadeshiko Pink","Oval"
2370,"Nadeshiko Pink","Sport"
2371,"Napier Green","Cat Eye"
2372,"Napier Green","Aviator"
2373,"Napier Green","Rimless"
2374,"Napier Green","Oval"
2375,"Napier Green","Sport"
2376,"Naples Yellow","Cat Eye"
2377,"Naples Yellow","Aviator"
2378,"Naples Yellow","Rimless"
2379,"Naples Yellow","Oval"
2380,"Naples Yellow","Sport"
2381,"Navajo White","Cat Eye"
2382,"Navajo White","Aviator"
2383,"Navajo White","Rimless"
2384,"Navajo White","Oval"
2385,"Navajo White","Sport"
2386,"Navy Blue","Cat Eye"
2387,"Navy Blue","Aviator"
2388,"Navy Blue","Rimless"
2389,"Navy Blue","Oval"
2390,"Navy Blue","Sport"
2391,"Neon Carrot","Cat Eye"
2392,"Neon Carrot","Aviator"
2393,"Neon Carrot","Rimless"
2394,"Neon Carrot","Oval"
2395,"Neon Carrot","Sport"
2396,"Neon Fuchsia","Cat Eye"
2397,"Neon Fuchsia","Aviator"
2398,"Neon Fuchsia","Rimless"
2399,"Neon Fuchsia","Oval"
2400,"Neon Fuchsia","Sport"
2401,"Neon Green","Cat Eye"
2402,"Neon Green","Aviator"
2403,"Neon Green","Rimless"
2404,"Neon Green","Oval"
2405,"Neon Green","Sport"
2406,"New York Pink","Cat Eye"
2407,"New York Pink","Aviator"
2408,"New York Pink","Rimless"
2409,"New York Pink","Oval"
2410,"New York Pink","Sport"
2411,"Non-Photo Blue","Cat Eye"
2412,"Non-Photo Blue","Aviator"
2413,"Non-Photo Blue","Rimless"
2414,"Non-Photo Blue","Oval"
2415,"Non-Photo Blue","Sport"
2416,"North Texas Green","Cat Eye"
2417,"North Texas Green","Aviator"
2418,"North Texas Green","Rimless"
2419,"North Texas Green","Oval"
2420,"North Texas Green","Sport"
2421,"Ocean Boat Blue","Cat Eye"
2422,"Ocean Boat Blue","Aviator"
2423,"Ocean Boat Blue","Rimless"
2424,"Ocean Boat Blue","Oval"
2425,"Ocean Boat Blue","Sport"
2426,"Ochre","Cat Eye"
2427,"Ochre","Aviator"
2428,"Ochre","Rimless"
2429,"Ochre","Oval"
2430,"Ochre","Sport"
2431,"Office Green","Cat Eye"
2432,"Office Green","Aviator"
2433,"Office Green","Rimless"
2434,"Office Green","Oval"
2435,"Office Green","Sport"
2436,"Old Gold","Cat Eye"
2437,"Old Gold","Aviator"
2438,"Old Gold","Rimless"
2439,"Old Gold","Oval"
2440,"Old Gold","Sport"
2441,"Old Lace","Cat Eye"
2442,"Old Lace","Aviator"
2443,"Old Lace","Rimless"
2444,"Old Lace","Oval"
2445,"Old Lace","Sport"
2446,"Old Lavender","Cat Eye"
2447,"Old Lavender","Aviator"
2448,"Old Lavender","Rimless"
2449,"Old Lavender","Oval"
2450,"Old Lavender","Sport"
2451,"Old Mauve","Cat Eye"
2452,"Old Mauve","Aviator"
2453,"Old Mauve","Rimless"
2454,"Old Mauve","Oval"
2455,"Old Mauve","Sport"
2456,"Old Rose","Cat Eye"
2457,"Old Rose","Aviator"
2458,"Old Rose","Rimless"
2459,"Old Rose","Oval"
2460,"Old Rose","Sport"
2461,"Olive","Cat Eye"
2462,"Olive","Aviator"
2463,"Olive","Rimless"
2464,"Olive","Oval"
2465,"Olive","Sport"
2466,"Olive Drab #7","Cat Eye"
2467,"Olive Drab #7","Aviator"
2468,"Olive Drab #7","Rimless"
2469,"Olive Drab #7","Oval"
2470,"Olive Drab #7","Sport"
2471,"Olivine","Cat Eye"
2472,"Olivine","Aviator"
2473,"Olivine","Rimless"
2474,"Olivine","Oval"
2475,"Olivine","Sport"
